date/time,settlement id,type,order id,sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,tax collection model,product sales,product sales tax,shipping credits,shipping credits tax,gift wrap credits,giftwrap credits tax,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
"Jul 22, 2019 7:40:21 PM PDT",12020193611,Order,111-7366218-3386664,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,MIAMI,FL,33182-2201,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 22, 2019 8:43:52 PM PDT",12020193611,Order,114-0066803-1745864,LD-7QOA-X6FQ,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Rose)",1,amazon.com,,Amazon,BALTIMORE,MARYLAND,21218-1132,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 22, 2019 9:23:33 PM PDT",12020193611,Order,113-8240306-6861035,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,MANHATTAN,IL,60442-9172,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 23, 2019 3:42:12 AM PDT",12020193611,Order,114-5868116-5430616,LD-7QOA-X6FQ,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Rose)",1,amazon.com,,Amazon,WAYNESVILLE,OH,45068-8714,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 23, 2019 9:24:31 AM PDT",12020193611,Order,111-4089206-6019420,EM-9A97-BUSN,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Gray)",1,amazon.com,,Amazon,NEW YORK,NY,10028-1457,MarketplaceFacilitator,29.99,2.66,0,0,0,0,0,0,-2.66,-4.5,-5.26,0.00,0.00,20.23
"Jul 23, 2019 10:59:51 AM PDT",12020193611,Order,113-7587442-3322667,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,RALEIGH,NC,27603-2857,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 23, 2019 11:53:26 AM PDT",12020193611,Refund,114-1392700-0942656,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,CALEDONIA,MI,49316-7927,,-29.99,0,0,0,0,0,0,0,0,3.6,0.00,0.00,0.00,-26.39
"Jul 23, 2019 1:23:54 PM PDT",12020193611,Order,114-1685934-9477833,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,Hurricane,Utah,84737,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 23, 2019 1:54:33 PM PDT",12020193611,Order,113-3240171-0377061,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,PRESIDIO,TX,79845-4435,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 23, 2019 1:57:40 PM PDT",12020193611,Order,112-8555789-3754625,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,COLUMBIA,MD,21046-1462,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 23, 2019 4:47:33 PM PDT",12020193611,Order,113-3976172-0516221,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",2,amazon.com,,Amazon,GAINESVILLE,FL,32606-6200,,59.98,0,4.36,0,0,0,-4.36,0,0,-9,-10.52,0.00,0.00,40.46
"Jul 23, 2019 4:49:44 PM PDT",12020193611,Order,113-4627885-2542646,LD-7QOA-X6FQ,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Rose)",1,amazon.com,,Amazon,DENVER,CO,80224,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 23, 2019 6:19:56 PM PDT",12020193611,Order,112-6675854-7494669,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,ALAMO,CA,94507-1729,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 23, 2019 6:54:12 PM PDT",12020193611,Order,114-7831306-8249049,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,WASHOUGAL,WA,98671-2062,MarketplaceFacilitator,179.99,15.12,0,0,0,0,0,0,-15.12,-27,-11.68,0.00,0.00,141.31
"Jul 23, 2019 7:05:43 PM PDT",12020193611,Order,111-9843361-9297051,26-28FO-FT48,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Yellow)",1,amazon.com,,Amazon,BATON ROUGE,LA,70806-4803,,29.99,0,0,0,0,0,0,0,0,-13.5,-5.26,0.00,0.00,11.23
"Jul 23, 2019 7:05:43 PM PDT",12020193611,Order,111-9843361-9297051,26-28FO-FT48,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Yellow)",2,amazon.com,,Amazon,BATON ROUGE,LA,70806-4803,,59.98,0,0,0,0,0,0,0,0,0,-10.52,0.00,0.00,49.46
"Jul 23, 2019 8:25:27 PM PDT",12020193611,Order,114-9222827-3445864,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,WILLAMINA,OR,97396-9515,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 23, 2019 11:08:57 PM PDT",12020193611,Order,111-0811874-6209851,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,MERIDIAN,ID,83642-7550,MarketplaceFacilitator,29.99,1.8,0,0,0,0,0,0,-1.8,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 7:31:14 AM PDT",12020193611,Order,112-6864718-6599458,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,SAINT LOUIS,MO,63146-3516,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 7:43:02 AM PDT",12020193611,Order,112-3168813-5818621,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,BRONX,NY,10463-5015,MarketplaceFacilitator,29.99,2.66,0,0,0,0,0,0,-2.66,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 8:52:21 AM PDT",12020193611,Order,113-3416548-3198632,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,COLTON,CA,92324-9243,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 8:59:21 AM PDT",12020193611,Order,113-7494418-9208267,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,PENCIL BLUFF,AR,71965-8127,MarketplaceFacilitator,29.99,2.85,0,0,0,0,0,0,-2.85,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 9:06:59 AM PDT",12020193611,Order,112-3502397-0180250,LD-7QOA-X6FQ,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Rose)",1,amazon.com,,Amazon,SANDY SPRINGS,GA,30328-2941,,29.99,0,6.77,0,0,0,-6.77,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 9:17:42 AM PDT",12020193611,Order,112-4378194-5641004,EM-9A97-BUSN,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Gray)",1,amazon.com,,Amazon,Kaneohe,Hawaii,96744,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 9:32:04 AM PDT",12020193611,Order,113-9793411-4985008,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,STAFFORD,VA,22556-3908,MarketplaceFacilitator,29.99,1.59,4.23,0,0,0,-4.23,0,-1.59,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 9:37:51 AM PDT",12020193611,Order,111-6745724-9824230,26-28FO-FT48,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Yellow)",1,amazon.com,,Amazon,CRAWFORDVILLE,FL,32327-8905,,29.99,0,3.78,0,0,0,-3.78,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 9:37:51 AM PDT",12020193611,Order,111-6745724-9824230,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,CRAWFORDVILLE,FL,32327-8905,,29.99,0,4.07,0,0,0,-4.07,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 11:55:28 AM PDT",12020193611,Order,112-4760219-6629801,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,CHICAGO,IL,60611-5142,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 12:10:22 PM PDT",12020193611,Order,113-1751418-2113842,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,SARASOTA,FL,34249-2602,,179.99,0,8.97,0,0,0,-8.97,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 24, 2019 1:17:14 PM PDT",12020193611,Order,114-9149868-8359423,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,Page,Az,86040,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 24, 2019 4:36:17 PM PDT",12020193611,Order,112-7846958-8182645,26-28FO-FT48,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Yellow)",1,amazon.com,,Amazon,MINNETONKA,MN,55305-1009,MarketplaceFacilitator,29.99,2.26,0,0,0,0,0,0,-2.26,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 4:48:03 PM PDT",12020193611,Order,113-2530243-8053051,LD-7QOA-X6FQ,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Rose)",1,amazon.com,,Amazon,HARRISBURG,PA,17111-5923,MarketplaceFacilitator,29.99,1.8,0,0,0,0,0,0,-1.8,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 5:39:28 PM PDT",12020193611,Order,112-1406574-0945819,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,HENDERSON,NV,89044-1703,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 24, 2019 10:53:12 PM PDT",12020193611,Order,113-9247256-0134614,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,ROHNERT PARK,CA,94928-5405,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 25, 2019 12:30:19 AM PDT",12020193611,Order,113-0023113-1445032,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,SAINT JOHN,IN,46373-9787,MarketplaceFacilitator,179.99,12.6,0,0,0,0,0,0,-12.6,-27,-11.68,0.00,0.00,141.31
"Jul 25, 2019 12:28:44 PM PDT",12020193611,Order,111-9728888-0268260,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,WORCESTER,MA,01609-2247,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 25, 2019 1:16:37 PM PDT",12020193611,Order,114-8850435-4112204,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,WRIGHTSVILLE,PA,17368-9340,MarketplaceFacilitator,179.99,10.8,0,0,0,0,0,0,-10.8,-27,-11.68,0.00,0.00,141.31
"Jul 25, 2019 1:22:53 PM PDT",12020193611,Order,112-9160206-9336255,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,RALEIGH,NC,27614-9105,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 25, 2019 1:52:33 PM PDT",12020193611,Order,113-4258347-0733803,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,LOS ANGELES,CA,90049-1118,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 25, 2019 2:02:35 PM PDT",12020193611,Order,111-8940286-0350665,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,SANFORD,MI,48657-9115,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 25, 2019 2:57:14 PM PDT",12020193611,Order,112-4386364-5057821,HV-0PHU-9T1X,"Heavy Duty Bungee Cord with Carabiner Hooks - 120lbs Strength - 24"" length",1,amazon.com,,Amazon,BRONX,NY,10462-3179,MarketplaceFacilitator,6.99,0.62,0,0,0,0,0,0,-0.62,-1.05,-3.19,0.00,0.00,2.75
"Jul 25, 2019 3:21:32 PM PDT",12020193611,Order,112-2332910-3892215,26-28FO-FT48,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Yellow)",1,amazon.com,,Amazon,READING,MA,01867-3732,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 25, 2019 4:01:13 PM PDT",12020193611,Order,114-6516620-9989865,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,GOODYEAR,AZ,85338-1978,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 25, 2019 4:01:13 PM PDT",12020193611,Order,114-6516620-9989865,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,GOODYEAR,AZ,85338-1978,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 25, 2019 5:47:18 PM PDT",12020193611,Refund,114-7877926-7356214,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",3,amazon.com,,Amazon,JUPITER,FL,33458-2726,,-89.97,0,0,0,0,0,0,0,0,10.8,0.00,0.00,0.00,-79.17
"Jul 25, 2019 6:05:56 PM PDT",12020193611,FBA Inventory Fee,1907181198,,FBA Removal Order: Return Fee,,Amazon.com,,,,,,,0,0,0,0,0,0,0,0,0,0,0.00,0.00,-3.50,-3.50
"Jul 25, 2019 6:05:56 PM PDT",12020193611,FBA Inventory Fee,1907181198,,FBA Removal Order: Return Fee,,Amazon.com,,,,,,,0,0,0,0,0,0,0,0,0,0,0.00,0.00,-0.50,-0.50
"Jul 25, 2019 7:50:24 PM PDT",12020193611,Refund,112-4760219-6629801,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,CHICAGO,IL,60611-5142,,-29.99,0,0,0,0,0,0,0,0,3.6,0.00,0.00,0.00,-26.39
"Jul 25, 2019 8:35:32 PM PDT",12020193611,Order,111-6848988-4760264,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,LOS ANGELES,CA,90039-3124,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 25, 2019 10:39:33 PM PDT",12020193611,Order,114-0116590-1113800,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,Redlands,CA,92373,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 26, 2019 3:44:46 AM PDT",12020193611,Order,111-3277178-8637010,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,VICTORVILLE,CA,92394-6764,,29.99,0,2.35,0,0,0,0,0,0,-4.5,-7.61,0.00,0.00,20.23
"Jul 26, 2019 10:12:46 AM PDT",12020193611,Order,111-5603166-7192224,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,Cliffwood,NJ,7721,MarketplaceFacilitator,32.99,2.19,0,0,0,0,0,0,-2.19,-4.95,-5.26,0.00,0.00,22.78
"Jul 26, 2019 1:34:04 PM PDT",12020193611,Order,113-2285754-1761036,LD-7QOA-X6FQ,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Rose)",1,amazon.com,,Amazon,JUDA,WI,53550-9734,,29.99,0,7.48,0,0,0,-7.48,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 26, 2019 4:12:05 PM PDT",12020193611,Order,111-3908443-5893868,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,HOUSTON,TX,77030,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 26, 2019 5:01:38 PM PDT",12020193611,Order,114-6007307-9147421,LD-7QOA-X6FQ,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Rose)",1,amazon.com,,Amazon,Mission,SD,57555,MarketplaceFacilitator,32.99,2.14,1.27,0.08,0,0,0,0,-2.22,-4.95,-6.53,0.00,0.00,22.78
"Jul 26, 2019 5:32:35 PM PDT",12020193611,Order,113-7867523-5213008,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,CHARLOTTE,NC,28202-1672,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 26, 2019 6:17:47 PM PDT",12020193611,Order,113-7357692-7993846,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,WEST ISLIP,NY,11795-2504,MarketplaceFacilitator,32.99,2.85,0,0,0,0,0,0,-2.85,-4.95,-5.26,0.00,0.00,22.78
"Jul 26, 2019 7:52:30 PM PDT",12020193611,Order,112-9864368-6687438,26-28FO-FT48,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Yellow)",1,amazon.com,,Amazon,Phoenix,AZ,85016-5201,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 26, 2019 9:23:04 PM PDT",12020193611,Order,111-9193579-9158618,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,LIVERMORE,CA,94550-8130,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 26, 2019 10:43:33 PM PDT",12020193611,Order,113-6733433-8497048,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,COLTON,CA,92324-9243,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 26, 2019 11:27:35 PM PDT",12020193611,Order,112-2603090-3864248,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,PASADENA,CA,91104-1818,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 27, 2019 2:24:51 AM PDT",12020193611,Order,112-2423948-0856263,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,Sparks,Nevada,89436,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 27, 2019 7:34:06 AM PDT",12020193611,Order,112-9574374-3761047,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,YUBA CITY,CA,95991-6132,,179.99,0,8.97,0,0,0,-8.97,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 27, 2019 11:16:16 AM PDT",12020193611,Order,111-9466225-2047406,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,SAN FRANCISCO,CA,94104-1229,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 27, 2019 5:02:05 PM PDT",12020193611,Order,112-1212290-1551457,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,LOS ANGELES,CA,90024-2215,,29.99,0,0,0,0,0,0,0,0,-4.5,-5.26,0.00,0.00,20.23
"Jul 27, 2019 7:21:53 PM PDT",12020193611,Order,112-2405748-5936230,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,PONTE VEDRA BEACH,FL,32082-2732,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 28, 2019 12:24:30 AM PDT",12020193611,Order,112-9783105-8129839,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",2,amazon.com,,Amazon,POTOMAC,MD,20854-2563,,65.98,0,0,0,0,0,0,0,0,-9.9,-10.52,0.00,0.00,45.56
"Jul 28, 2019 12:38:29 AM PDT",12020193611,Order,114-9495330-4321059,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,CARLSBAD,CA,92009-9338,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 28, 2019 3:51:38 AM PDT",12020193611,Order,113-6205653-9118656,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,ISLETON,CA,95641-9736,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 28, 2019 4:39:06 AM PDT",12020193611,Order,113-9197786-9586625,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,Orlando,FL,32806-5149,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 28, 2019 2:09:46 PM PDT",12020193611,Refund,113-6680210-4501804,EM-9A97-BUSN,"Cork Board/Memo Board of Hexagon Felt Pads - 24"" x 18"" (6"" x 6"" each-15 Pack) (Gray)",1,amazon.com,,Amazon,Garland,Texas,75044,,-29.99,0,0,0,0,0,0,0,0,3.6,0.00,0.00,0.00,-26.39
"Jul 28, 2019 2:25:06 PM PDT",12020193611,Order,114-7751718-1670630,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,CORNELIUS,NC,28031-6478,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 28, 2019 2:32:00 PM PDT",12020193611,Order,112-4737100-9886618,L3-GE4H-Z523,RipWake Wake Shaper - Wakesurfing Boat Attachment with Leash,1,amazon.com,,Amazon,RUSK,TX,75785-1452,,179.99,0,0,0,0,0,0,0,0,-27,-11.68,0.00,0.00,141.31
"Jul 28, 2019 2:59:31 PM PDT",12020193611,Order,113-1333264-5965851,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,NORTH HAVEN,CT,06473-3730,MarketplaceFacilitator,32.99,2.09,0,0,0,0,0,0,-2.09,-4.95,-5.26,0.00,0.00,22.78
"Jul 28, 2019 3:32:40 PM PDT",12020193611,Order,113-7178241-5513839,9T-HGSZ-I5FG,"Hexagon Pad Cork Board/Pin Board, Cool Blue - 24"" x 18"" (6"" x 6"" each-15 Pack)",1,amazon.com,,Amazon,PIKESVILLE,MD,21208-5821,,32.99,0,0,0,0,0,0,0,0,-4.95,-5.26,0.00,0.00,22.78
"Jul 28, 2019 7:36:49 PM PDT",12020193611,Refund,111-7708595-4272266,HK-4BCI-SMTJ,"Hexagon Tile Bulletin Board/Memo Board for Wall, Pastel Tones - 15 Felt Tiles (6"" x 6"" Each)",1,amazon.com,,Amazon,SAN FRANCISCO,CA,94103-6737,,-29.99,0,0,0,0,0,0,0,0,3.6,0.00,0.00,0.00,-26.39
